"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2000:Q1","2000:Q2","2000:Q3","2000:Q4","2001:Q1","2001:Q2","2001:Q3","2001:Q4","2002:Q1","2002:Q2","2002:Q3","2002:Q4","2003:Q1","2003:Q2","2003:Q3","2003:Q4","2004:Q1","2004:Q2","2004:Q3","2004:Q4","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2"
"91000","New England","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",50982,51981,52473,52576,53117,54067,54064,54112,54744,55352,54951,56701,54691,55045,55230,55560,56216,57012,57895,58916,59321,60012,60337,61000,61207,61513,62003,62509,62921,63501,64164,65021,65641,66382,67145,67587,68586,68911,69087,69753,70202,76112,73296,73082,79736,75916
"92000","Mideast","1","Personal income (millions of dollars, seasonally adjusted)",1587747.4,1617268.2,1642909.2,1675815.2,1696731.1,1695781.2,1704728.0,1689777.3,1697592.7,1716464.7,1719550.1,1727744.8,1723374.8,1749256.0,1770270.7,1793890.8,1804047.4,1833211.4,1864585.6,1898937.4,1882866.8,1911280.2,1939304.7,1974181.5,2014601.9,2047262.4,2064058.5,2100201.0,2167670.1,2180411.8,2196008.3,2217901.0,2243303.0,2277061.1,2257661.7,2238642.3,2179769.1,2210180.2,2206692.9,2233447.9,2253950.7,2298067.0,2311155.1,2325229.0,2399044.6,2408431.7,2427828.8,2433883.1,2482891.0,2507412.1,2506660.1,2582762.4,2516358.2,2541980.2,2550329.7,2569841.7,2602440.0,2633380.9,2670913.0,2704275.3,2733752.2,2762217.2,2785673.0,2794649.6,2821848.7,2838027.8,2869306.5,2899855.9,2936309.3,2971545.9,3005460.5,3045909.1,3063100.7,3091676.1,3129820.4,3154849.5,3175970.3,3197258.4,3215565.4,3246701.9,3237863.1,3538690.9,3459609.9,3375267.3,3743513.4,3543274.7
"92000","Mideast","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",48118838,48174798,48242570,48310633,48361808,48413052,48473243,48526432,48567207,48605561,48655957,48701325,48722541,48746267,48783933,48820077,48838609,48856816,48886814,48912073,48913933,48918063,48934500,48946969,48941916,48939349,48953038,48967731,48962414,48956279,48967565,48976908,48964004,48956547,48957734,48950650,48922867,48899451,48890536,48879157,48843670,48789400,48741471,48702817,48648405,48599303
"92000","Mideast","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",46841,47703,47907,48131,49606,49748,50086,50156,51123,51587,51518,53033,51647,52147,52278,52639,53287,53900,54635,55289,55889,56466,56927,57095,57657,57991,58613,59220,59971,60698,61377,62191,62558,63151,63929,64450,64918,65384,65771,66423,66290,72530,70979,69303,76950,72908
"93000","Great Lakes","1","Personal income (millions of dollars, seasonally adjusted)",1347367.6,1363294.8,1382536.4,1387910.7,1415556.7,1413978.2,1409016.5,1408321.3,1406589.6,1427195.4,1432762.5,1444214.8,1443760.9,1454579.7,1467119.5,1491077.7,1489309.2,1512727.7,1530964.2,1555043.1,1546071.0,1565351.8,1581007.1,1599705.1,1631733.5,1651842.0,1662721.3,1673582.2,1709021.4,1724831.5,1732315.6,1746824.0,1763697.8,1816925.3,1785404.2,1768547.1,1712617.0,1717793.6,1709436.1,1726917.8,1735511.3,1768055.6,1792177.7,1810064.3,1857112.2,1868555.2,1890500.7,1900471.9,1932755.0,1953445.6,1949224.1,2007376.4,1973580.4,1989746.2,1997306.0,2007342.2,2035927.1,2068044.4,2092415.5,2120201.3,2144199.7,2165247.1,2181781.4,2196708.8,2193966.0,2204444.8,2219764.7,2236903.7,2250597.0,2271177.5,2294994.7,2329146.9,2349470.1,2374161.2,2403214.1,2429640.7,2442415.9,2454452.0,2472053.1,2494748.9,2509448.1,2754357.7,2627257.6,2609684.1,2942738.2,2743521.1
"93000","Great Lakes","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",46418355,46430573,46456229,46483512,46494855,46508190,46534234,46558205,46570634,46582452,46614573,46651207,46664802,46683303,46713523,46740876,46751328,46763104,46784163,46798754,46791096,46787549,46801922,46818484,46818380,46822043,46842030,46863222,46865654,46869144,46887393,46901525,46894632,46895059,46907815,46916467,46905807,46901068,46907490,46909344,46888521,46854355,46831885,46819953,46783796,46754456
"93000","Great Lakes","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",37388,38080,38578,38940,39942,40177,40626,40819,41502,41935,41816,43029,42293,42622,42756,42946,43548,44224,44725,45305,45825,46278,46617,46920,46861,47081,47388,47733,48022,48458,48947,49660,50101,50627,51233,51787,52071,52333,52701,53182,53519,58786,56100,55739,62901,58679
"94000","Plains","1","Personal income (millions of dollars, seasonally adjusted)",545947.6,556842.7,566614.6,569654.5,578309.6,581316.3,579103.8,581003.5,582791.0,587854.8,593056.4,600071.5,606097.8,612927.7,620738.5,626425.0,638947.7,646268.8,653209.3,666855.1,663342.5,673458.4,682186.0,688385.3,706725.6,717985.1,720457.2,729561.2,748533.0,763030.8,767891.0,781501.8,801944.6,825859.1,814225.0,809305.3,787776.0,788264.9,785525.0,794109.8,799622.2,815035.8,826508.0,838199.0,864740.4,873488.9,884432.5,891326.3,914665.4,925923.4,919437.4,950563.1,930847.8,938538.8,943446.8,944837.3,956104.5,976408.6,987966.9,998765.4,1005124.8,1008551.2,1015252.3,1019041.6,1015649.2,1020210.7,1027376.1,1033175.9,1039282.8,1048879.7,1058512.8,1074533.2,1083932.2,1095293.3,1108562.7,1128847.8,1132152.8,1132362.7,1147702.6,1156156.6,1170037.7,1266433.5,1197746.5,1217792.9,1354382.8,1274188.3
"94000","Plains","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",20489764,20521048,20553475,20583399,20605981,20630084,20660837,20691328,20716327,20741700,20775474,20810257,20834361,20861225,20894355,20926988,20951788,20977765,21009511,21039576,21059307,21081471,21109559,21136173,21155083,21176213,21204061,21231536,21250132,21269788,21295775,21319421,21333254,21350950,21374579,21396520,21409570,21425697,21447257,21467172,21476666,21480669,21489394,21501943,21504094,21510233
"94000","Plains","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",39025,39717,40213,40722,41966,42341,42807,43077,44152,44641,44256,45678,44678,44990,45153,45149,45634,46545,47025,47471,47728,47841,48094,48213,48010,48177,48452,48662,48907,49313,49705,50402,50810,51300,51864,52758,52881,52851,53513,53857,54479,58957,55737,56636,62983,59236
"95000","Southeast","1","Personal income (millions of dollars, seasonally adjusted)",1854497.8,1887319.9,1916518.8,1941086.0,1972954.7,1991452.4,1986138.6,1995011.5,2008497.1,2034364.5,2048355.0,2070656.2,2088767.4,2110384.3,2146205.3,2185742.9,2216455.2,2260670.7,2299544.8,2349279.0,2380065.1,2422133.4,2465875.8,2505906.4,2576385.9,2611473.7,2633196.8,2667481.4,2715434.1,2764042.5,2781295.5,2805817.9,2822756.0,2917903.0,2857607.3,2832928.2,2760054.4,2774185.4,2762172.0,2784708.8,2827411.1,2877411.7,2913233.7,2939289.8,3002865.7,3025743.0,3052869.8,3072550.0,3130310.3,3162351.1,3156154.7,3246847.2,3162992.6,3178949.3,3196197.4,3217024.0,3285991.7,3346232.1,3392284.3,3441918.6,3489142.8,3527049.5,3557980.1,3583014.3,3598447.5,3620212.2,3653244.1,3690916.8,3752802.6,3800565.6,3845245.8,3896962.7,3945164.9,3988980.5,4036623.4,4078375.1,4148297.4,4175189.3,4203536.8,4243166.1,4305934.3,4642988.6,4463225.6,4418537.7,5027329.9,4678714.2
"95000","Southeast","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",78306504,78481825,78667033,78841377,78988815,79135687,79315257,79502714,79670692,79833515,80017575,80196317,80335928,80480238,80661041,80853966,81017502,81179676,81382892,81600800,81780034,81962943,82183301,82414805,82616372,82821647,83042090,83252290,83428839,83604054,83799727,83982518,84127103,84281336,84459794,84633542,84771237,84916881,85093670,85272267,85408249,85516786,85641725,85783025,85888788,86006884
"95000","Southeast","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36107,36663,37032,37281,38016,38235,38490,38647,39291,39612,39443,40486,39372,39500,39625,39788,40559,41220,41683,42180,42665,43032,43293,43475,43556,43711,43993,44334,44982,45459,45886,46402,46895,47329,47793,48189,48935,49168,49399,49760,50416,54293,52115,51508,58533,54399
"96000","Southwest","1","Personal income (millions of dollars, seasonally adjusted)",833001.2,848771.6,865139.1,878023.8,905960.4,909151.3,908163.8,909774.6,913930.6,922240.4,928538.7,937839.2,947659.2,960746.7,972902.2,985276.5,1000456.2,1013769.8,1030347.5,1054348.9,1079723.5,1101924.9,1126880.7,1153612.3,1201614.3,1221299.5,1233965.7,1250422.3,1265743.2,1290856.6,1308413.2,1328685.5,1365767.3,1429264.9,1416768.4,1418197.0,1358536.3,1335195.0,1322519.3,1333939.9,1370530.9,1401120.1,1427100.3,1448394.1,1499924.8,1520320.7,1542248.7,1552629.7,1600669.7,1619883.0,1614121.6,1670877.7,1641072.7,1665553.1,1681069.3,1698453.9,1747668.3,1781069.9,1806724.8,1825949.8,1829398.5,1824110.7,1827618.3,1824168.3,1805236.7,1812750.4,1832214.7,1855909.1,1898005.8,1926429.6,1956505.7,1990376.7,2032489.9,2053873.6,2083024.8,2102451.8,2139996.4,2150559.7,2163607.8,2185638.5,2206537.0,2355321.1,2297865.3,2273274.0,2567169.7,2401771.0
"96000","Southwest","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",37279567,37410826,37544483,37680123,37802776,37924111,38063815,38209708,38345213,38477999,38619858,38757483,38876723,38996543,39141539,39300894,39446115,39590145,39752823,39920945,40071293,40222573,40380115,40531481,40668442,40806560,40946703,41077277,41191528,41303943,41429592,41553117,41658935,41767559,41896415,42032252,42151426,42273573,42416382,42566321,42698651,42815363,42936764,43067308,43185282,43307740
"96000","Southwest","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36764,37452,38011,38439,39678,40089,40517,40634,41744,42099,41795,43111,42212,42710,42948,43217,44305,44988,45449,45739,45654,45350,45260,45006,44389,44423,44746,45181,46078,46640,47225,47900,48789,49174,49718,50020,50769,50872,51009,51347,51677,55011,53517,52784,59445,55458
"97000","Rocky Mountain","1","Personal income (millions of dollars, seasonally adjusted)",260525.9,267924.2,273410.5,277786.5,282569.6,283694.3,282225.9,282274.9,283534.3,285546.4,287140.5,290484.4,290549.1,293751.4,299349.0,300949.3,304966.4,310650.0,313716.3,321445.9,326929.6,333502.0,340059.2,346174.7,360466.5,366417.4,371794.4,376258.3,385247.8,394142.3,397044.9,404465.0,405682.6,419748.0,416051.3,410182.1,400118.8,393707.6,390102.6,391352.5,398378.9,403903.3,411049.7,419176.1,433247.9,437891.9,443667.5,446783.3,458915.6,464805.0,463540.9,484923.6,477065.1,484521.9,490018.7,495015.0,509044.7,519307.5,526843.2,536551.8,545912.4,550021.1,552730.4,554803.8,556751.2,559951.7,565335.9,572146.8,585952.0,594506.3,602485.2,613359.9,628129.5,636178.7,645574.4,652688.1,671995.9,676132.6,679717.3,686539.5,704398.2,746912.9,715455.7,724457.5,807139.5,757232.1
"97000","Rocky Mountain","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",10895597,10931385,10967768,11003399,11035497,11068388,11104502,11140496,11173645,11206982,11245880,11286607,11321984,11358630,11398380,11438081,11473713,11509929,11553552,11600700,11642563,11685592,11733709,11783055,11828392,11874950,11923013,11968984,12010245,12051991,12097419,12142030,12181611,12223157,12266300,12307071,12343251,12380995,12422164,12463019,12498700,12531543,12567226,12605557,12637747,12672272
"97000","Rocky Mountain","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36563,36949,37478,38095,39259,39562,39954,40104,41071,41475,41219,42965,42136,42657,42990,43278,44366,45118,45600,46252,46889,47068,47106,47085,47069,47154,47416,47802,48788,49328,49803,50515,51564,52047,52630,53034,54442,54611,54718,55086,56358,59603,56930,57471,63867,59755
"98000","Far West","1","Personal income (millions of dollars, seasonally adjusted)",1506730.9,1530002.4,1570985.1,1578606.3,1606059.4,1605752.9,1593598.7,1588068.8,1602582.4,1615739.2,1627178.7,1647145.9,1657476.8,1682199.4,1711446.0,1731822.8,1755626.5,1787414.6,1807742.5,1868696.3,1860091.2,1894112.1,1926337.8,1964423.5,2031556.2,2050665.8,2074083.3,2102525.9,2136169.3,2167200.5,2176909.0,2202489.4,2206669.0,2241692.4,2226647.9,2190386.6,2140236.3,2139873.8,2127520.2,2145540.3,2189442.0,2222296.0,2234725.3,2279226.1,2342899.0,2352831.9,2376521.3,2388844.5,2465018.0,2495946.9,2495532.8,2613838.5,2508862.8,2545423.6,2572568.9,2607002.0,2653265.4,2705648.5,2763332.7,2806248.0,2871394.7,2913845.3,2943184.1,2971455.0,3018186.7,3035302.9,3065475.4,3096966.2,3156759.7,3183299.9,3211684.7,3253832.1,3307908.8,3348970.3,3392127.5,3421270.9,3488987.1,3514162.4,3535222.1,3573612.5,3644806.7,3894582.1,3905905.8,3819285.5,4224089.7,4024574.5
"98000","Far West","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",52519527,52630097,52748062,52875263,52984672,53092558,53216601,53340453,53449949,53556470,53681996,53808856,53910184,54010982,54138170,54277710,54398107,54517117,54659140,54806492,54929493,55053317,55192113,55329277,55447834,55568208,55694272,55811351,55906411,55998702,56096183,56179106,56238569,56301347,56367787,56420659,56451415,56485183,56533030,56576942,56597091,56590950,56592531,56612201,56612397,56612277
"98000","Far West","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",41688,42225,42366,43106,44218,44316,44658,44785,46118,46604,46487,48576,46538,47128,47519,48031,48775,49629,50556,51203,52274,52928,53326,53705,54433,54623,55041,55490,56465,56846,57253,57919,58819,59483,60178,60639,61805,62214,62534,63164,64399,68820,69018,67464,74614,71090
"Legend / Footnotes:"
"1/ Midquarter population estimates by state are derived by BEA based on unpublished Census Bureau estimates of beginning-of-month population. Quarterly estimates for 2010-2021 reflect unpublished monthly population estimates available as of February 2021. These population estimates are based on the 2010 census. BEA will incorporate Census Bureau population estimates based on the 2020 census results when they become available."
"2/ Per capita personal income is total personal income divided by total quarterly population estimates. BEA state per capita personal income statistics are calculated using BEA derived midquarter population estimates based on unpublished Census Bureau estimates of beginning-of-month population. These midquarter estimates are based on the 2010 census. BEA will incorporate Census Bureau population estimates based on the 2020 census results when they become available."
"* Estimates prior to 1950 are not available for Alaska and Hawaii."
"Note. Millions of dollars, seasonally adjusted at annual rates. All dollar estimates are in current dollars (not adjusted for inflation). Calculations are performed on unrounded data."
"(NA) Not available."
"Last updated: September 23, 2021-- new statistics for 2021:Q2; revised statistics for 1998:Q1-2021:Q1."
